ClavedeFonograma,Titulo,Subtítulo,Intérprete principal,Intérpretes Invitados,Intérprete articipante,Soporte físico,Editora,Número de catálogo,Ciudad de Edición,País de Edición,Año,Pistas,Observaciones
411,El rincón de los niños,Guión y producción de Rocío Sanz,,,,LP,UNAM,MN-8,,México,1987,Lado A: 1. Los personajes de la orquesta; Lado B: 1. La gran solista (Ma. I. Medero),"Selección y montaje de Leonardo Velázquez. Actuaciones: Luis Heredia, Aurora Molina, Ana Ofelia Murguía, Germán Palomares Oviedo y Jorge Humberto Robles. 3a. Edición, serie Voz Viva."
415,Lírica infantil mexicana vol. lll,,Hermanos Rincón,,,LP,Polydor,LPRN16550,,México,1985,"Lado 1: 1. Tengo manita / La toca de la negra (Anónimo), 2. El nidito (Anónimo), 3. El chombito (Anónimo), 4. A Madrú, señores (Anónimo), 5. La almoneda (Anónimo), 6. Mire madre a Don José (Anónimo), 6. Arrullo moderno de Chavinda (Anónimo), 8. La tuza (Anónimo), 9. Hilitos, hilitos de oro (Anónimo), 10. Las pulgas (Anónimo), 11. A la rorro, ro (Anónimo), 12. Milano (Anónimo), 13. Campanita de oro (Anónimo), 14. Ru, ru, ru camaleón (Anónimo), 15. Al din don (Anónimo); Lado 2: 1. El conejo (Anónimo), 2. Un gato cayó en un plato (Anónimo), 3. Los ratoncitos (Anónimo), 4. Elisa de Mambrú (Anónimo), 5. La patita (Anónimo), 6. Arrullo mestizo de Chavinda (Anónimo), 7. Apa caballito (Anónimo), 8. Arrullo tojolabal (Anónimo), 9. Arestín de plata (Anónimo), 10. Yo me quería casar (Anónimo), 11. Nana Caliche (Anónimo), 12. El pan caliente (Anónimo), 13. Arrullo del Niño Dios (Anónimo), 14. Mañana domingo (Anónimo)","Dirección artística: Óscar Chávez. Dirección musical: Valentín Rincón y Andrés Rincón. Participación del músicos del SUTM en cuerdas, flauta y saxofón. Editora LAÚD. Números de registro que aparecen en el LP: 16550 825 845-1."
416,Jardín de niños con Carmelita Molina y sus canciones,,Carmelita Molina,,,LP,Son Art,D-309,,México,s/d,"Lado A: 1. Tic toc... tic toc... (C. Molina), 2. Buenos días (C. Molina), 3. La bandera (C. Molina), 4. Mañanitas (C. Molina), 5. Las pinturas (C. Molina), 6. El profesor (C. Molina), 7. El burrito fortacho (C. Molina); Lado B: 1. La vaquita (C. Molina), 2. El trenecito (C. Molina), 3. Chipi... Chipi... (C. Molina), 4. La hormiguita afanosa (C. Molina), 5. Campanitas de mi hogar (C. Molina), 6. Mi muñeca (C. Molina), 7. La orquesta (C. Molina)",
417,Canto al niño Vol. 2,,Alberto Lozano,,,LP,"Discos Gas, S. A",GAS-4105,,México,1978,"Lado A: 1. La rueda (A. Lozano), 2. Si quiero aprender (A. Lozano), 3. Paso a pasito (A. Lozano), 4. Sobre las nubes brilla el sol (A. Lozano), 5. Los niños de la tierra (A. Lozano); Lado B: 1. Canción de la unidad (A. Lozano), 2. Todo logra una sonrisa (A. Lozano), 3. Yo quiero saber (A. Lozano), 4. El trilurilu (A. Lozano), 5. Como un niño (A. Lozano)",Incluye en la contraportada las letras de todas las piezas. Director artístico: Guillermo Acosta S.
419,Todo cabe en un juego si lo sabes acomodar,Cántaro Vol. 2,Cántaro,,,LP,"Estudios Carlos Zavala Grabaciones, S.A. de C.V",N° Reg 32-86,,[México],s/d,"Lado A: 1. Tema de Cántaro (Cántaro), 2. La rana brincona (L. Gedovius), 3. Gusanito medidor (J. Moss), 4. Canción para arreglar un desorden (L. Negrete), 5. Canción para ser feliz (L. Negrete); Lado B: 1. El ranchito de Pascual (Popular), 2. Para que el sol... (L. Negrete), 3. Érase una viejecita (Popular), 4. Los veinte ratones (Popular), 5. Juan Paco Pedro de la mar (Popular), 6. Tema de Cántaro (Cántaro)",El país de edición nos fue informado por los intérpretes.
420,Pedro y el lobo Op. 67/Guía orquestal para jóvenes Op. 34,,Orquesta Sinfónica de Londres,,"André Previn, director",LP,EMI Capitol de México,CCM 062,,México,1981,"Lado A: 1. Pedro y el lobo Cuento musical para niños, Op. 67 (S. Prokofiev); Lado B: 1. Guía orquestal para jóvenes, Op. 34 (Variaciones y fuga sobre un tema de Henry Purcell) (B. Britten)",
422,Vamos al circo,,Burbujas,,,LP,"CBS Columbia Internacional, S.A. Discos América",TCDC-589,,México,1981,"Lado 1: 1. Vamos al circo (S. Roche), 2. Gofo (S. Roche), 3. Mis héroes pillos son (S. Roche), 4. Mi caballito de trapo (S. Roche), 5. El juego de los nombres (S. Roche); Lado 2: 1. Fantásticos payasos (S. Roche), 2. Ilusiones (S. Roche), 3. Entre flores (S. Roche), 4. En la playa (S. Roche), 5. El rock de los quesos (S. Roche)","En la funda interior de papel, aparecen impresas las letras de las piezas.
Existe una copia  en CD."
424,Canto al niño,,Alberto Lozano,,,LP,"Discos Gas, S. A",GAS-4074,,México,1978,"Lado A: 1. El mundo es una bola (A. Lozano), 2. El huen huen (A. Lozano), 3. Todo lo que tengo (A. Lozano), 4. Abran puertas y ventanas (A. Lozano), 5. Canto a la luz (A. Lozano); Lado B: 1. Al compás del rataplán (A. Lozano), 2. Eres grande (A. Lozano), 3. Siéntate en el sol (A. Lozano), 4. La primavera del mundo (A. Lozano), 5. Dios siempre está (A. Lozano)","Incluye en la portada la frase ""Sus mensajes, sus canciones"", referida al cantautor."
426,Los Rincón y Don Pulpo,,"Los Rincón. Andrés Rincón (vz, gt, bj, st, cb, pc) Valentín Rincón (vz, gt, cb, st), Omar Barroso Rincón (vz, cb, pn, st, bn, mf), Nitai Madrid Rincón (vz), Jazmín Aurora Rincón (vz)","Gerardo García Naumis (ft), Rafael Ramírez (vl), Alejandro Paolicharles (vz)",,LP,"Ediciones Pentagrama, S.A",LPP-161,"México, D.F.",México,1991,"Lado A: 1. Don pulpo (G. Rincón-V. Rincón), 2. La comidita (G. Rincón-V. Rincón), 3. El trompo (G. Rincón-V. Rincón), 4. Siete vidas (G. Rincón-V. Rincón), 5. Los pingüinos (G. Rincón-V. Rincón), 6. Cuéntame mamá (G. Rincón-V. Rincón), 7. Las esdrújulas (G. Rincón-V. Rincón); Lado B: 1. Tres hipopótamos (G. Rincón-V. Rincón), 2. Re - la - mi - do (V. Rincón), 3. El baile griego (V. Rincón), 4. Navidad, Navidad (G. Rincón-V. Rincón), 5. La máquina de escribir (G. Rincón-V. Rincón), 6. Los cangrejitos (G. Rincón-V. Rincón), 7. Arrullo (G. Rincón-V. Rincón)",Existe versión en CD y casete con el mismo título y contenido.
427,El pequeño pirata sin rabia,,"Hebe Rosell, Guillermo Briseño, Alejandro Aura, El séptimo aire",,"Sabo Romo (cr, gt, bj), Octavio ""Sopas"" Espinoza (cr sx), Guillermo Briseño (st), Hebel Rosell (sx), Juan Carlos Novelo (bt)",LP,El aurero,DEA 101,"México, D.F.",México,1987,Lado 1: 1. El pequeño pirata sin rabia (C. Boullosa-G. Briseño/H. Rosell); Lado 2: 2. El pequeño pirata sin rabia (C. Boullosa-G. Briseño/H. Rosell),"Relato con canciones. No figura el título de las canciones en el fonograma. Son dos pistas, una por cada lado del LP. En este disco Alejandro Aura cuenta la historia del asalto a la isla de Todoscontos y Briseño y El séptimo aire interpretan las canciones."
428,Canciones infantiles,Vol. 2,Chav´s y sus coros,,,LP,CLADRIJO,CAJR-7748,"México, D.F.",México,1982,"Lado A: 1. Historia del astrodito (A. Tapia - A. Peña), 2. El reloj (T. de Quintanilla), 3. Cangrejito Can Can (T. de Quintanilla), 4. Canción de Halloween (T. de Quintanilla), 5. Ronda de verano (T. de Quintanilla); Lado B: 1. Astrodito, astrodito (A. Tapia - A. Peña), 2. El barco chiquito (D. P.), 3. Aserrín aserrán (D. P.), 4. Juan Pirulero (D. P.), 5. De la una a las dos (D. P.)",
436,Don Memorio Platicón,,Pepe Frank,,"Alfredo Moreleón (tc), Juan Carlos García (pc, fl, jrh), Jorge Campos (tc), Chepis García (bjo), Martha Molinar (vz), Gerardo Pérez (bjo), Alina Ramírez (tc, cs), Rafael Ramírez (vl, qn), Douglas Tarnawiecki (tc), Manuel García (ch), Jaime Quiróz (za)",LP,Discos Tiradera,,"México, D.F.",México,1991,"Lado A: 1. Don Memorio Platicón (P. Frank-A. Moreleón), 2. Simón (P. Frank), 3. El lobo Jacobo (T. Valenzuela-P. Frank), 4. El dibujabundo (P. Frank), 5. Silvana y Silvino (P. Frank), 6. Petrita (P. Frank); Lado B: 1. Trotelote (P. Frank), 2. La rana sabia (P. Frank), 3. El poeta Rafael (P. Frank), 4. Fasolá (P. Frank), 5. La casa de la luna (P. Frank).",
444,Con un poco de imaginación,,La Chilindrina,,,LP,"Polygram Discos, S.A, de C.V. Karussell",LPM 12115-2499133,"México, D.F.",México,1978,"Lado A: 1. Platicando con Peluchín (Mi perrito Copito) (F. Flores), 2. El día del niño (M. Morales), 3. Silbando a trabajar (Churchil / Morey), 4. Con un poco de imaginación (N. DAlessandro), 5. La bicicleta (Hotz / Méndez), 6. Una gran vecindad (La reina de la vecindad) (V. Baeza); Lado B: 1. El zoológico (Marilú y yo), 2. El gato Feliciano (Muñequita), 3. Admiro a los animales (A. Martínez / L. Muñiz), 4. El zapaterito (M. de Jesús), 5. Andón Pirulero (D. López)",
464,Manejamos el carro,,Pimpollín,,""" Nueva Vida"". Dayton (pc), Wily López (bajo), Ricardo Zamora (sx)",LP,s/d,LPPP 002,,México,s/d,"Lado A: 1. Manejamos el carro, 2. Canto, salto y danzo (A. López), 3. Todo de Cristo soy, 4. Amor (S. Carrazco), 5. Pequeño soy; Lado B: 1. Alto, 2. Cortesía, 3. Lindo pajarillo (S. Carrazco), 4. Cuida de mí, 5. Con pluma de oro","Víctor Patrón (arreglista), Alberto Barrera (director artístico) y Gustavo Rocha (ingeniero de grabación). La información detallada de arreglista, créditos técnicos, intérpretes e instrumentos se encuentra en la contraportada del fonograma."
502,Rondas infantiles,,Coro infantil del Parque de la ilusión,,,LP,Musart,T-11052,"México, D.F.",México,1987,"Lado A: 1. Doña Blanca, 2. Juguemos esta ronda (C. Canto), 3. Que llueva, que llueva, 4. Acitrón de un fandango, 5. Brinca la tablita; Lado B: 1. A la víbora de la mar, 2. Amó, ató, 3. La pájara pinta, 4. Mambrú, 5. San Serafín","La pista 2 Lado B aparece registrada en el fonograma de la siguiente manera: Amo a To. Se utilizó un título o nombre ""normalizado"" en el campo correspondiente a fin de hacer más claro la aparición de nombres propios y/o títulos en los índices. 
Otros créditos en contraportada."
503,Rondas infantiles,,Estudiantina Los colegiales,,,LP,"Discos Cisne, S.A.",CI-1931,"México, D.F.",México,1975,"Lado A: 1. A la víbora de la mar (D. P.), 2. La muñeca (D. P.), 3. Hilitos, hilitos de oro (D. P.), 4. Milano (D. P.), 5. Amó, ató (D. P.), 6. A Madrú señores (D. P.); Lado B: 1. Mambrú (D. P.), 2. Naranja dulce (D. P.), 3. San Serafín (D. P.), 4. El cojo (D. P.), 5. La pájara pinta (D. P.), 6. Acitrón de un fandango (D. P.)","La pista 6 Lado A aparece registrada en el fonograma de la siguiente manera: A Mandrú señores. Se utilizó un título o nombre ""normalizado"" en el campo correspondiente a fin de hacer más claro la aparición de nombres propios y/o títulos en los índices."
530,Fiesta,,"Celia Garduño Díaz Chávez, María Amparo Solís y Evangelina Rivas de Ibarra",,,LP,Discos Jardín,JLP-2002,"México, D.F.",México,s/d,"Lado A: 1. Ritmo (E. S. de Bautista), 2. Cuando yo sea grande (R. Zapata / P. Peláez), 3. La canastita con frutas (V. Lozano / P. G. Padilla), 4. Muñecos de barro (L. López O. / P. G. Padilla), 5. Las abejas (R. Zapata / P. G. Padilla), 6. Los fruteritos (H. Gonzatti), 7. Naranjas (A. Orozco / P. G. Padilla), 8. El mercado (R. Zapata / M. Michaus), 9. Pregón del dulcero (R. Zapata / C. J. Robledo G.), 10. Las velas (Libro de Coordinación Musical 1961-1962 SEP); Lado B: 1. Ritmo (Ma. A. Solís), 2. Los gorrioncitos (Ma. R. Lomely), 3. Tres cantos tradicionales de posadas: En la noche de posadas; Dale, dale; Echen confites (D. P.), 4. La tortillerita (M. T. Mirasú), 5. Los oficios (R. Zapata / P. G. Padilla), 6. Los carpinteros (I. Vargas U.), 7. Canto panamericano (A. del Río / D. Shostakovitch), 8. Navidad en las montañas (Tradicional), 9. La lavandera (R. Zapata / Ma. de los A. Lizárraga), 10. Matlachines",
561,Caballito,Cantos y juegos infantiles,"Celia Garduño Díaz Chávez, María Amparo Solís y María de los Ángeles Palacios",,,LP,Discos Jardín,JLP-2004,"México, D.F.",México,s/d,"Lado A: 1. Ritmo... tres palmadas (C. Calderón), 2. Matlachines, 3. Heliotropos (L. M. Serradell - C. Calderón), 4. Arrullo (L. M. Serradell), 5. Himno al niño (R. Zapata - M. M. Ponce), 6. Linda florecita (L. A. Loria), 7. El conejito blanco (L. A. Loria), 8. Traviesos conejitos (E. Zavaleta de M. - L. A. Loria), 9. Mariposas y flores (L. A. Loria), 10. Indita de Xochimilco (B. Rousse de M. - L. A. Loria), 11. Árbol (L. Domínguez - M. A. Solís), 12. Al árbol (R. Zapata - M. A. Solís); Lado B: 1. Aves y mariposas (M. R. Lomely), 2. Orquesta de pájaros (R. Zapata - P. G. Padilla), 3. Los pajaritos (R. Zapata - P. G. Padilla), 4. El árbol (P. G. Padilla), 5. La primavera (C. González G. - Chopin), 6. Primavera (C. Ramos - Americana), 7. Ayer vi dos golondrinas, 8. Xochimilco (M. de los A. Palacios de V.), 9. Las golondrinas llegan (R. Zapata - M. M. Ponce), 10. Primavera llegará (L. López O.), 11. El caballito (C. González G.), 12. No me olvides (R. Zapata - P. Peláez)",Incluye un cuadernillo con las letras de las canciones.
562,Carnaval,Cantos y juegos infantiles,"Celia Garduño Díaz Chávez, Evangelina Díaz de Ibarra y María de los Ángeles Palacios",,,LP,Discos Jardín,JLP 2003,"México, D.F.",México,s/d,"Lado A: 1. San Serafín (R. Zapata - Popular), 2. Di borreguito, 3. El borreguito (M. Salinas), 4. Frío (R. Zapata - M. M. Ponce), 5. La muñequita (R. Zapata - P. G. Padilla), 6. Los caballitos (R. Zapata - P. Peláez), 7. El carnaval (L. M. Serradell - C. Calderón), 8. Frío (L. M. Serradell - C. Calderón), 9. Buena niña (L. M. Serradell - C. Calderón), 10. Los sembradores (B. Ochoa - Mendelssohn), 11. Niño sano y alegre (P. G. Padilla), 12. Nuevo hogar (R. Zapata - M. M. Ponce); Lado B: 1. Viento del norte (P. G. Padilla), 2. Hogar limpio (R. Zapata - M. M. Ponce), 3. El arrullo de la muñeca (M. R. Lomely), 4. Juguetes (L. Domínguez - M. A. Solís), 5. Rehiletes (L. Domínguez - M. A. Solís), 6. Papalotes (L. Domínguez - M. A. Solís), 7. Tempranito (A. Villarreal T.), 8. El amigo del viento (R. Zapata - M. de los Á. Lizárraga), 9. Siembra (R. Zapata - P. Peláez), 10. Himno a Juárez (J. P. de Montalvo), 11. Sarapes (J. P. de Montalvo)",
567,Payasito,,Cepillín (Ricardo González),,,LP,ORFEÓN,LP-16H-5216,,México,1979,"Lado A: 1. Polito, Polito (J. C. Abara), 2. La pelota vieja (J. A. Yorba), 3. La hormiguita (R. González), 4. La rutina de un niño (J. R. Vallejo), 5. Pinocho (J. Camilloni / R. Farías C.); Lado B: 1. Payasito (T. Randazzo / B. Barbieri / B. Weinstein), 2. Érase una vez (J. Godoy), 3. Bebito (M. C. de la Cruz), 4. Nene bueno (L. Covarrubias), 5. Payasito de la tele (E. de los Santos)",
568,Canto al niño en su año,,Alberto Lozano,,,LP,"Discos Gas, S. A",GAS-4074 / GAS-4105 / GAS-4118,,México,1979,"LP [1] Lado 1: 1. El mundo es una bola (A. Lozano), 2. El huen huen (A. Lozano), 3. Todo lo que tengo (A. Lozano), 4. Abran puertas y ventanas (A. Lozano), 5. Canto a la luz (A. Lozano); Lado 2: 1. Al compás del rataplán (A. Lozano), 2. Eres grande (A. Lozano), 3. Siéntate en el sol (A. Lozano), 4. La primavera del mundo (A. Lozano), 5. Dios siempre está (A. Lozano); LP [2] Lado 1: 1. La rueda (A. Lozano), 2. Si quiero aprender (A. Lozano), 3. Paso a pasito (A. Lozano), 4. Sobre las nubes brilla el sol (A. Lozano), 5. Los niños de la tierra (A. Lozano); Lado 2: 1. Canción de la unidad (A. Lozano), 2. Todo logra una sonrisa (A. Lozano), 3. Yo quiero saber (A. Lozano), 4. El trilurilu (A. Lozano), 5. Como un niño (A. Lozano); LP [3] Lado 1: 1. Hoy el sol al despertar (A. Lozano), 2. Tic tac (A. Lozano), 3. Las plantas y los árboles (A. Lozano), 4. Peluchín (A. Lozano), 5. Por el periférico voy (A. Lozano); Lado 2: 1. Coquito Baby (A. Lozano), 2. Al campo al caminar (A. Lozano), 3. Las nubes van (A. Lozano), 4. La lluvia cae (A. Lozano), 5. Buenas noches padre nuestro (A. Lozano)","Álbum con tres LP. Esta edición contiene tres discos que se editaron por separado, en fechas anteriores con los títulos ""Canto al niño "", ""Canto al niño Vol. 2"" y ""Canto al niño en su año"". Los datos sobre los arreglistas difieren en sus distintas ediciones. Se consignaron los datos tal como aparecen impresos en la contraportada del fonograma. Director artístico: Guillermo Acosta Segura. De los tres, se cuenta físicamente con el disco 1 y 2  y el 3 es el fonograma en su edición individual, que fue integrada posteriormente a este álbum. Se cuenta con dos ejemplares, el segundo está incompleto, sólo tiene dos discos."
570,Abecedario de los Hermanos Rincón,El rincón de los niños Vol. IV,"Los Hermanos Rincón. Valentín Rincón (vz y gt), César Rincón (vz y gt), Xóchitl Arévalo (vz), Gabriela Partida (vz), Gilda Rincón (vz), Andrés Rincón (gt) y Omar Barroso (mf)",,Músicos del SUTM,LP,"Polydor-Polygram Discos, S. A.",LPR 16369 A2 Estereo,,México,1980,"LP [1] Lado 1: 1. La bruja A (G. Rincón-V. Rincón), 2. La B grande y la V chica (G. Rincón-V. Rincón), 3. La C (G. Rincón-V. Rincón), 4. D, de dedo (G. Rincón-V. Rincón), 5. Adivinanza de la E (G. Rincón-V. Rincón), 6. Fanfarinfas va con F (G. Rincón-V. Rincón), 7. La G y la J (G. Rincón-V. Rincón); Lado 2: 1. H y Ch (G. Rincón-V. Rincón), 2. La I (G. Rincón-V. Rincón), 3. La K y la W (G. Rincón-V. Rincón), 4. L y LL (G. Rincón-V. Rincón), 5. Chacarera de la M (G. Rincón-V. Rincón), 6. La N y la Ñ (G. Rincón-V. Rincón), 7. La O (G. Rincón-V. Rincón); LP [2] Lado 1: 1. La P (G. Rincón-V. Rincón), 2. La Q (G. Rincón-V. Rincón), 3. La R y la RR (G. Rincón-V. Rincón), 4. La S (G. Rincón-V. Rincón), 5. La T (G. Rincón-V. Rincón), 6. La U (G. Rincón-V. Rincón), 7. La X (G. Rincón-V. Rincón); Lado 2: 1. La Y y la Ll (G. Rincón-V. Rincón), 2. La Z (G. Rincón-V. Rincón), 3. La bruja A (G. Rincón-V. Rincón), 4. Adivinanza de la E (G. Rincón-V. Rincón), 5. La I (G. Rincón-V. Rincón), 6. La O (G. Rincón-V. Rincón), 7. La U (G. Rincón-V. Rincón)","Álbum con dos discos. Es el único álbum de esta serie. En la portada interior aparecen impresas las letras de todas las canciones. Este es el único disco de la serie ""El rincón de los niños"" con nombre propio. Los demás discos se titulan con el nombre de la serie variando solamente el número de volumen. Todas las melodías editadas por LAÚD. Dirección artística: Óscar Chavez."
571,Un coro de delfines,,Cepillín,,,LP,ORFEÓN,S25-25029,,México,1989,"Lado A: 1. Un coro de delfines (R. Mouchulske / R. González / A. Concepción / P. Rossino), 2. Yo tenía una orquesta (Nazareno), 3. La computadora (R. Mouchulske / R. González / A. Concepción / P. Rossino), 4. El espacio sideral (R. Mouchulske / R. González / A. Concepción / P. Rossino), 5. La gimnasia (R. Mouchulske / R. González); Lado B: 1. El parque de diversiones (R. Mouchulske / R. González), 2. Tengo un espejo (A. Tolega), 3. Alibombo (W. Valdi / S. Marti), 4. A festejar, incluye fragmentos de: Feliz cumpleaños, Feliz en tu día y Las mañanitas (R. Mouchulske / R. González), 5. Batdance / Batman (Prince)",
669,Las mascotas de Cepillín,,Cepillín (Ricardo González),,,LP,ORFEÓN,LP-16H-5282,,México,1981,"Lado A: 1. Los pollitos (A. Correa), 2. Gorrión (N. Gurvich), 3. El ratón juguetón (R. González), 4. El elefante orejón (R. González), 5. La burrita (V. Romero); Lado B: 6. El conejito travieso (A. Correa), 7. La hormiguita (R. González), 8. Mi gatito (R. González), 9. El gato viudo (Ch. Flores), 10. El piojo y la pulga (F. Gil)",
671,"15 Rondas infantiles con Ricardo González ""Cepillín""",,Cepillín,,,LP,ORFEÓN,LPTV-134,,México,1987,"Lado A: 1. Doña Blanca, 2. Naranja dulce, 3. Tengo una muñeca vestida de azul, 4. Matarili lire ron, 5. Juan Pirulero, 6. Yo tenía diez perritos, 7. Había una vez un barco chiquito, 8. A la víbora de la mar; Lado B: 1. El patio de mi casa, 2. Mambrú, 3. Que llueva, que llueva, 4. Acitrón de un fandango, 5. La pájara pinta, 6. San Serafín, 7. Martinillo",
705,15 éxitos de Cri-Cri,Vol. I,Flavio,,Conjunto de Pepe Agüeros,LP,ACCIÓN,ACP-8,Estado de México,México,1963,"Lado A: 1. La patita (F. Gabilondo S.), 2. La muñeca fea (F. Gabilondo S.), 3. Los cochinitos dormilones (F. Gabilondo S.), 4. El ratón vaquero (F. Gabilondo S.), 5. La merienda (F. Gabilondo S.), 6. El ropavejero (F. Gabilondo S.), 7. Negrita Cucurumbé (F. Gabilondo S.), 8. Che Araña (F. Gabilondo S.); Lado B: 1. Di por qué (F. Gabilondo S.), 2. El negrito bailarín (F. Gabilondo S.), 3. El chivo ciclista (F. Gabilondo S.), 4. La canción de las brujas (F. Gabilondo S.), 5. El baile de los muñecos (F. Gabilondo S.), 6. Los mosquitos trompeteros (F. Gabilondo S.), 7. El gato de barrio (F. Gabilondo S.)","En este, como en todos los fonogramas de la casa grabadora Coro (también Corito), y del sello ACCIÓN, los datos del marbete y la portada varían. En la portada no aparece el número de volumen. En el marbete no aparece el año de edición o de registro de los derechos de Producción (P). El orden de las pistas del disco no es el que aparece en la portada. Los créditos de los intérpretes son enunciados de manera distinta en uno y otro objeto, estableciendo, de hecho, jerarquías distintas en uno y otro."
706,Canciones de Cri-Cri,Vol. IV,Flavio,,Conjunto de Pepe Agüeros,LP,ACCIÓN,ACP-112,Estado de México,México,1968,"Lado A: 1. El ratón vaquero (F. Gabilondo S.), 2. La guacamaya (F. Gabilondo S.), 3. El venadito (F. Gabilondo S.), 4. Cómo le va (F. Gabilondo S.), 5. Doña Cocorito (F. Gabilondo S.); Lado B: 1. El comal y la olla (F. Gabilondo S.), 2. El teléfono (F. Gabilondo S.), 3. La maquinita (F. Gabilondo S.), 4. Caminito de la escuela (F. Gabilondo S.), 5. Negrito sandía (F. Gabilondo S.)","En este, como en todos los fonogramas de la casa grabadora Coro (también Corito), y del sello ACCIÓN, los datos del marbete y la portada varían. En la portada no aparece el número de volumen. En el marbete no aparece el año de edición o de registro de los derechos de Producción (P). El orden de las pistas del disco no es el que aparece en la portada. Los créditos de los intérpretes son enunciados de manera distinta en uno y otro objeto, estableciendo, de hecho, jerarquías distintas en uno y otro."
